tbl_id,proc_id,tbl_nm,st,county,mem1,mem2,mem3,mem4,mem5,mem6,mem7,mem8
1485,526,TANF                                                                                                                                                                                                                                                           ,DE                                                ,                                                  ,201,270,338,407,475,544,612,681
1486,527,TANF                                                                                                                                                                                                                                                           ,FL                                                ,                                                  ,298,596,894,1192,1490,1788,2086,2384
1487,528,TANF                                                                                                                                                                                                                                                           ,GA                                                ,                                                  ,400,800,1200,1600,2000,2400,2800,3200
1488,529,TANF                                                                                                                                                                                                                                                           ,HI                                                ,                                                  ,469,632,795,958,1121,1284,1447,1610
1489,530,TANF                                                                                                                                                                                                                                                           ,IA                                                ,                                                  ,183,361,426,495,548,610,670,731
1490,531,TANF                                                                                                                                                                                                                                                           ,ID                                                ,                                                  ,309,309,309,309,309,309,309,309
1491,532,TANF                                                                                                                                                                                                                                                           ,IL                                                ,                                                  ,107,211,261,335,398,427,460,492
1492,533,TANF                                                                                                                                                                                                                                                           ,IN                                                ,                                                  ,139,198,256,315,373,432,490,549
1493,534,TANF                                                                                                                                                                                                                                                           ,KS                                                ,                                                  ,267,352,429,497,558,619,680,741
1494,535,TANF                                                                                                                                                                                                                                                           ,KY                                                ,                                                  ,186,225,262,328,383,432,482,482
1495,536,TANF                                                                                                                                                                                                                                                           ,LA                                                ,                                                  ,280,560,840,1080,1360,1640,1920,2200
1496,537,TANF                                                                                                                                                                                                                                                           ,MA                                                ,                                                  ,428,531,633,731,832,936,1037,1137
1497,538,TANF                                                                                                                                                                                                                                                           ,MD                                                ,                                                  ,225,446,565,684,792,871,979,1078
1498,539,TANF                                                                                                                                                                                                                                                           ,ME                                                ,                                                  ,285,546,808,1071,1334,1597,1859,2120
1499,540,TANF                                                                                                                                                                                                                                                           ,MI                                                ,                                                  ,157,272,417,553,689,822,898,977
1500,541,TANF                                                                                                                                                                                                                                                           ,MN                                                ,                                                  ,250,437,532,621,697,773,850,916
1501,542,TANF                                                                                                                                                                                                                                                           ,MO                                                ,                                                  ,136,234,292,342,388,431,474,514
1502,543,TANF                                                                                                                                                                                                                                                           ,MS                                                ,                                                  ,403,542,680,819,958,1097,1235,1374
1503,544,TANF                                                                                                                                                                                                                                                           ,MT                                                ,                                                  ,522,703,884,1066,1249,1430,1611,1793
1504,545,TANF                                                                                                                                                                                                                                                           ,NC                                                ,                                                  ,362,472,544,594,648,698,746,772
1505,546,TANF                                                                                                                                                                                                                                                           ,ND                                                ,                                                  ,163,238,310,385,457,532,605,679
1506,547,TANF                                                                                                                                                                                                                                                           ,NE                                                ,                                                  ,465,573,681,790,898,1006,1114,1222
1507,548,TANF                                                                                                                                                                                                                                                           ,NH                                                ,                                                  ,539,606,675,738,798,879,879,879
1508,549,TANF                                                                                                                                                                                                                                                           ,NJ                                                ,                                                  ,243,483,636,732,828,924,1015,1092
1509,550,TANF                                                                                                                                                                                                                                                           ,NM                                                ,                                                  ,767,1031,1297,1562,1826,2091,2357,2621
1510,551,TANF                                                                                                                                                                                                                                                           ,NV                                                ,                                                  ,650,875,1100,1325,1550,1775,2000,2225
1511,552,TANF                                                                                                                                                                                                                                                           ,NY                                                ,                                                  ,112,179,238,307,379,438,498,558
1512,553,TANF                                                                                                                                                                                                                                                           ,OH                                                ,                                                  ,451,607,763,919,1074,1230,1386,1542
1513,554,TANF                                                                                                                                                                                                                                                           ,OK                                                ,                                                  ,357,703,987,1270,1522,1788,2020,2240
1514,555,TANF                                                                                                                                                                                                                                                           ,OR                                                ,                                                  ,220,334,456,568,672,768,866,932
1515,556,TANF                                                                                                                                                                                                                                                           ,PA                                                ,                                                  ,215,330,421,514,607,687,770,853
1516,557,TANF                                                                                                                                                                                                                                                           ,RI                                                ,                                                  ,327,449,554,634,714,794,874,954
1517,558,TANF                                                                                                                                                                                                                                                           ,SC                                                ,                                                  ,425,570,715,860,1005,1150,1295,1440
1518,559,TANF                                                                                                                                                                                                                                                           ,SD                                                ,                                                  ,332,389,448,503,559,616,673,728
1519,560,TANF                                                                                                                                                                                                                                                           ,TN                                                ,                                                  ,696,896,1066,1211,1335,1441,1534,1617
1520,561,TANF                                                                                                                                                                                                                                                           ,TX                                                ,                                                  ,182,245,308,371,434,497,560,623
1521,562,TANF                                                                                                                                                                                                                                                           ,UT                                                ,                                                  ,329,456,568,665,757,834,873,914
1522,563,TANF                                                                                                                                                                                                                                                           ,VA                                                ,                                                  ,450,605,727,845,1003,1097,1212,1334
1523,564,TANF                                                                                                                                                                                                                                                           ,VT                                                ,                                                  ,475,680,891,1064,1247,1372,1589,1768
1524,565,TANF                                                                                                                                                                                                                                                           ,WA                                                ,                                                  ,359,453,562,661,762,866,1000,1107
1525,566,TANF                                                                                                                                                                                                                                                           ,WI                                                ,                                                  ,215,430,645,860,1075,1290,1505,1720
1526,567,TANF                                                                                                                                                                                                                                                           ,WV                                                ,                                                  ,581,786,991,1196,1401,1606,1811,2016
1527,568,TANF                                                                                                                                                                                                                                                           ,WY                                                ,                                                  ,395,520,540,540,560,560,580,580
1528,689,"TANF and Aid to Aged, Blind, and Disabled - USVI                                                                                                                                                                                                               ",                                                  ,                                                  ,416,601,786,971,1156,1341,1526,1711
1529,39,Telecommunications Access Program (TAP)                                                                                                                                                                                                                        ,                                                  ,                                                  ,4583,4833,5083,5333,5583,5833,6083,6333
1530,25,Telephone Assistance Plan (150% of Poverty)                                                                                                                                                                                                                    ,MN                                                ,                                                  ,1354,1821,2289,2756,3224,3691,4159,4626
1531,432,test                                                                                                                                                                                                                                                           ,test                                              ,test                                              ,1,1,1,1,1,1,1,1
1532,53,TN-Tenncare Medically Needy Program                                                                                                                                                                                                                            ,TN                                                ,                                                  ,195,212,270,328,378,428,488,537
1533,504,Together Rx Access                                                                                                                                                                                                                                             ,48 Contiguous States                              ,                                                  ,2500,3333,4167,5000,5833,6667,7500,8333
1534,505,Together Rx Access                                                                                                                                                                                                                                             ,AK                                                ,                                                  ,3167,4167,5417,6250,7333,8333,9583,10417
1535,506,Together Rx Access                                                                                                                                                                                                                                             ,HI                                                ,                                                  ,2917,3750,4750,5667,6667,7500,8500,9583
1536,35,UT-Medicaid Spendown                                                                                                                                                                                                                                           ,UT                                                ,                                                  ,871,1161,1451,1741,2031,2321,2611,2901
1537,24,VA-Medicaid                                                                                                                                                                                                                                                    ,VA                                                ,                                                  ,345,420,462,504,545,545,545,545
1538,12,Veterans Property Tax Exemption                                                                                                                                                                                                                                ,OR                                                ,                                                  ,670,877,986,1094,1203,1311,1419,1528
1539,163,VHAP/ VScript-Pharmacy (225% of  FPL)                                                                                                                                                                                                                          ,VT                                                ,                                                  ,2031,2732,3433,4134,4836,5537,6238,6939
1540,164,VT - General Assistance (Chittenden County)                                                                                                                                                                                                                    ,VT                                                ,Chittenden                                        ,456,558,662,746,834,895,996,1084
1541,172,VT General Assistance (non-Chittenden)                                                                                                                                                                                                                         ,VT                                                ,                                                  ,417,518,622,706,795,856,957,1044
1542,678,VT Medicaid For Children                                                                                                                                                                                                                                       ,VT                                                ,                                                  ,906,1220,1533,1846,2160,2473,2786,3100
1543,165,WA - Chore Personal Care (Resource Limit)                                                                                                                                                                                                                      ,WA                                                ,                                                  ,10000,15000,16000,17000,18000,19000,20000,21000
1544,497,WA Basic Health Program - 200% FPL (Updates July 1st each year)                                                                                                                                                                                                ,WA                                                ,                                                  ,1805,2428,3052,3675,4298,4922,5545,6168
1545,26,WA-General Assistance Unemployable (Income)                                                                                                                                                                                                                    ,                                                  ,                                                  ,833,1250,1333,1417,1500,1583,1583,1583
1546,8,WA-Medically Needy (Spend-down)  Resource Limit                                                                                                                                                                                                                ,WA                                                ,                                                  ,2000,3000,3050,3100,3150,3200,3250,3300
1547,28,WA-Medically Needy (Spend-down) Medically Indigent (MI) Income Limit                                                                                                                                                                                           ,WA                                                ,                                                  ,674,674,674,742,858,975,1125,1242
1548,379,WEATHER                                                                                                                                                                                                                                                        ,AK                                                ,                                                  ,5217,5958,6708,7450,8050,8642,9242,9833
1549,378,WEATHER                                                                                                                                                                                                                                                        ,AL                                                ,,1354,1821,2289,2756,3224,3691,4159,4626
1550,381,WEATHER                                                                                                                                                                                                                                                        ,AR                                                ,,1805,2428,3052,3675,4298,4922,5545,6168
1551,380,WEATHER                                                                                                                                                                                                                                                        ,AZ                                                ,,1805,2428,3052,3675,4298,4922,5545,6168
1552,382,WEATHER                                                                                                                                                                                                                                                        ,CA                                                ,                                                  ,2431,3179,3927,4675,5423,6171,6311,6452
1553,383,WEATHER                                                                                                                                                                                                                                                        ,CO                                                ,,1805,2428,3052,3675,4298,4922,5545,6168
1554,384,WEATHER                                                                                                                                                                                                                                                        ,CT                                                ,,1805,2428,3052,3675,4298,4922,5545,6168
1555,386,WEATHER                                                                                                                                                                                                                                                        ,DC                                                ,,1682,2199,2717,3234,3751,4269,4366,4463
1556,385,WEATHER                                                                                                                                                                                                                                                        ,DE                                                ,                                                  ,1733,2333,2933,3533,4133,4733,5333,5933
1557,387,WEATHER                                                                                                                                                                                                                                                        ,FL                                                ,,903,1214,1526,1838,2149,2461,2773,3084
1558,388,WEATHER                                                                                                                                                                                                                                                        ,GA                                                ,,1354,1821,2289,2756,3224,3691,4159,4626
1559,389,WEATHER                                                                                                                                                                                                                                                        ,HI                                                ,                                                  ,1495,2013,2530,3048,3565,4083,4600,5118
1560,393,WEATHER                                                                                                                                                                                                                                                        ,IA                                                ,,1805,2428,3052,3675,4298,4922,5390,5858
1561,390,WEATHER                                                                                                                                                                                                                                                        ,ID                                                ,,1805,2428,3052,3675,4298,4922,5545,6168
1562,391,WEATHER                                                                                                                                                                                                                                                        ,IL                                                ,                                                  ,1300,1750,2200,2650,3100,3550,4000,4450
1563,392,WEATHER                                                                                                                                                                                                                                                        ,IN                                                ,,1354,1821,2289,2756,3224,3691,4626,4450
1564,394,WEATHER                                                                                                                                                                                                                                                        ,KS                                                ,                                                  ,1765,2308,2852,3395,3938,4481,4583,4685
1565,395,WEATHER                                                                                                                                                                                                                                                        ,KY                                                ,,1805,2428,3052,3675,4298,4922,5545,6168
1566,396,WEATHER                                                                                                                                                                                                                                                        ,LA                                                ,,1597,2089,2580,3072,3563,4055,4142,4231
1567,399,WEATHER                                                                                                                                                                                                                                                        ,MA                                                ,,2427,3174,3921,4668,5414,6161,6301,6441
1568,398,WEATHER                                                                                                                                                                                                                                                        ,MD                                                ,                                                  ,1300,1750,2200,2650,3100,3550,4000,4450
1569,397,WEATHER                                                                                                                                                                                                                                                        ,ME                                                ,                                                  ,1993,2683,3334,3969,4604,5239,5358,5477
1570,400,WEATHER                                                                                                                                                                                                                                                        ,MI                                                ,                                                  ,1300,1750,2200,2650,3100,3550,4000,4450
1571,401,WEATHER                                                                                                                                                                                                                                                        ,MN                                                ,,1808,2428,3052,3675,4298,4922,5545,6168
1572,403,WEATHER                                                                                                                                                                                                                                                        ,MO                                                ,,1354,1821,2289,2756,3224,3691,4159,4626
1573,402,WEATHER                                                                                                                                                                                                                                                        ,MS                                                ,,1354,1821,2289,2756,3224,3691,4159,4626
1574,404,WEATHER                                                                                                                                                                                                                                                        ,MT                                                ,,1579,2125,2670,3216,3761,4306,4852,5397
1575,411,WEATHER                                                                                                                                                                                                                                                        ,NC                                                ,                                                  ,1300,1750,2200,2650,3100,3550,4000,4450
1576,412,WEATHER                                                                                                                                                                                                                                                        ,ND                                                ,                                                  ,1778,2325,2872,3419,3966,4512,4615,4718
1577,405,WEATHER                                                                                                                                                                                                                                                        ,NE                                                ,,1805,2428,3052,3675,4298,4922,5545,6168
1578,407,WEATHER                                                                                                                                                                                                                                                        ,NH                                                ,,1780,2395,3010,3625,4240,4854,5469,6080
1579,408,WEATHER                                                                                                                                                                                                                                                        ,NJ                                                ,,1805,2428,3052,3675,4298,4922,5545,6168
1580,409,WEATHER                                                                                                                                                                                                                                                        ,NM                                                ,,1354,1821,2289,2756,3224,3691,4159,4626
1581,406,WEATHER                                                                                                                                                                                                                                                        ,NV                                                ,,1805,2428,3052,3675,4298,4922,5545,6168
1582,410,WEATHER                                                                                                                                                                                                                                                        ,NY                                                ,,2030,2654,3279,3903,4528,5152,5269,5386
1583,413,WEATHER                                                                                                                                                                                                                                                        ,OH                                                ,,1805,2428,3052,3675,4298,4922,5545,6168
1584,414,WEATHER                                                                                                                                                                                                                                                        ,OK                                                ,                                                  ,1431,1871,2311,2751,3192,3632,3715,3797
1585,415,WEATHER                                                                                                                                                                                                                                                        ,OR                                                ,,1805,2428,3052,3675,4298,4922,5545,6168
1586,416,WEATHER                                                                                                                                                                                                                                                        ,PA                                                ,                                                  ,1926,2158,3111,3704,4296,4889,5000,5111
1587,417,WEATHER                                                                                                                                                                                                                                                        ,RI                                                ,,2164,2830,3496,4162,4828,5494,5618,5744
1588,418,WEATHER                                                                                                                                                                                                                                                        ,SC                                                ,,1354,1821,2289,2756,3224,3691,4159,4626
1589,419,WEATHER                                                                                                                                                                                                                                                        ,SD                                                ,,1805,2428,3052,3675,4298,4922,5545,6168
1590,420,WEATHER                                                                                                                                                                                                                                                        ,TN                                                ,                                                  ,1083,1458,1833,2208,2583,2958,3333,3708
1591,421,WEATHER                                                                                                                                                                                                                                                        ,TX                                                ,,1805,2428,3051,3675,4298,4921,5545,6168
1592,422,WEATHER                                                                                                                                                                                                                                                        ,UT                                                ,,1354,1821,2289,2756,3224,3691,4159,4626
1593,424,WEATHER                                                                                                                                                                                                                                                        ,VA                                                ,,2039,2666,3293,3921,4548,5175,5293,5411
1594,423,WEATHER                                                                                                                                                                                                                                                        ,VT                                                ,,2630,3005,3380,3755,4298,4922,5545,6168
1595,425,WEATHER                                                                                                                                                                                                                                                        ,WA                                                ,,1128,1518,1907,2297,2686,3076,3466,3855
1596,427,WEATHER                                                                                                                                                                                                                                                        ,WI                                                ,,1953,2554,3155,3756,4356,4957,5070,5183
1597,426,WEATHER                                                                                                                                                                                                                                                        ,WV                                                ,,1805,2428,3052,3675,4298,4922,5545,6168
1598,428,WEATHER                                                                                                                                                                                                                                                        ,WY                                                ,                                                  ,2326,3041,3757,4472,5188,5904,6038,6378
1599,33,WI- Veteran's Retraining Grants                                                                                                                                                                                                                                ,WI                                                ,                                                  ,3050,3050,3550,4050,4550,5050,5550,6050
1600,32,WI-Veteran's Tuition and Fee Reimbursement                                                                                                                                                                                                                     ,WI                                                ,                                                  ,3958,3958,4458,4958,5458,5958,6458,6958
